Date,Product ID,Phone,Launch Date,Brunei,Cambodia,East Timor,Indonesia,Laos,Malaysia,Myanmar,Philippines,Singapore,Thailand,Vietnam,Date 2,TempNo
1/7/2019,P007,Xiaomi Redmi 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-609
1/7/2019,P008,Samsung Galaxy A52,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-609
1/7/2019,P009,Vivo Y33s,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-670
1/7/2019,P010,Vivo Y11s,2020-11,0,0,0,0,0,0,0,0,0,0,0,1/11/2020,-489
1/7/2019,P011,Huawei Nova 7i,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-215
1/7/2019,P012,iPhone 13,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-793
1/8/2019,P013,Samsung Galaxy S21,2021-01,0,0,0,0,0,0,0,0,0,0,0,1/1/2021,-519
1/8/2019,P014,Google Pixel 6,2021-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2021,-792
1/8/2019,P015,OnePlus Nord CE,2021-06,0,0,0,0,0,0,0,0,0,0,0,1/6/2021,-670
1/8/2019,P016,Apple iPhone 13 Pro,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-762
1/8/2019,P017,Samsung Galaxy A32 5G,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-550
1/8/2019,P018,Realme C25,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-578
1/8/2019,P019,Xiaomi Poco X3 Pro,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-639
1/8/2019,P020,Samsung Galaxy Z Flip 3,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-762
1/8/2019,P021,Xiaomi Poco X3 NFC,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-366
1/8/2019,P022,OPPO A93,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-550
1/8/2019,P023,Vivo V20,2020-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2020,-427
1/8/2019,P024,Samsung Galaxy A50,2019-05,1606,968,373,3328,2872,634,278,2094,348,-81,1930,1/5/2019,92
1/8/2019,P025,Xiaomi Redmi Note 7,2019-08,-377,1476,2521,6310,1761,1459,-964,3985,7408,1881,11481,1/8/2019,0
1/8/2019,P026,Realme C21,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-609
1/8/2019,P027,Google Pixel 4,2019-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2019,-31
1/8/2019,P028,Samsung Galaxy A10s,2019-08,1194,4175,451,8475,5935,585,9590,-103,6800,2266,4968,1/8/2019,0
1/8/2019,P029,Realme Narzo 30A,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-550
1/8/2019,P030,Samsung Galaxy A22 5G,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-639
1/8/2019,P031,Xiaomi Redmi 9,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-366
1/8/2019,P032,Realme C3,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-184
1/8/2019,P033,Samsung Galaxy A7,2018-10,316,96,259,351,192,163,212,120,183,473,1186,1/10/2018,304
1/8/2019,P001,iPhone 11,2019-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2019,-31
1/8/2019,P002,Samsung Galaxy S20 Ultra,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-184
1/8/2019,P003,Xiaomi Redmi Note 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-578
1/8/2019,P004,OPPO A54,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-609
1/8/2019,P005,Vivo Y20,2020-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2020,-397
1/8/2019,P006,Huawei Y9a,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-184
1/8/2019,P007,Xiaomi Redmi 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-578
1/8/2019,P008,Samsung Galaxy A52,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-578
1/8/2019,P009,Vivo Y33s,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-639
1/8/2019,P010,Vivo Y11s,2020-11,0,0,0,0,0,0,0,0,0,0,0,1/11/2020,-458
1/8/2019,P011,Huawei Nova 7i,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-184
1/8/2019,P012,iPhone 13,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-762
1/8/2019,P013,Samsung Galaxy S21,2021-01,0,0,0,0,0,0,0,0,0,0,0,1/1/2021,-519
1/8/2019,P014,Google Pixel 6,2021-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2021,-792
1/9/2019,P015,OnePlus Nord CE,2021-06,0,0,0,0,0,0,0,0,0,0,0,1/6/2021,-639
1/9/2019,P016,Apple iPhone 13 Pro,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-731
1/9/2019,P017,Samsung Galaxy A32 5G,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-519
1/9/2019,P018,Realme C25,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-547
1/9/2019,P019,Xiaomi Poco X3 Pro,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-608
1/9/2019,P020,Samsung Galaxy Z Flip 3,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-731
1/9/2019,P021,Xiaomi Poco X3 NFC,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-335
1/9/2019,P022,OPPO A93,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-519
1/9/2019,P023,Vivo V20,2020-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2020,-396
1/9/2019,P024,Samsung Galaxy A50,2019-05,1787,222,362,2100,1868,386,598,1906,491,1753,1157,1/5/2019,123
1/9/2019,P025,Xiaomi Redmi Note 7,2019-08,204,1611,2791,8028,2015,1303,6226,1067,6018,1791,5432,1/8/2019,31
1/9/2019,P026,Realme C21,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-578
1/9/2019,P027,Google Pixel 4,2019-09,16189,2368,1135,2748,658,2997,189,11470,2830,10406,1444,1/9/2019,0
1/9/2019,P028,Samsung Galaxy A10s,2019-08,2022,5309,3037,8185,10304,95,6950,2120,-135,-161,3867,1/8/2019,31
1/9/2019,P029,Realme Narzo 30A,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-519
1/9/2019,P030,Samsung Galaxy A22 5G,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-608
1/9/2019,P031,Xiaomi Redmi 9,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-335
1/9/2019,P032,Realme C3,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-153
1/9/2019,P033,Samsung Galaxy A7,2018-10,38,211,235,473,785,235,174,256,472,508,1030,1/10/2018,335
1/9/2019,P001,iPhone 11,2019-09,10810,5829,2321,9650,9295,11775,1378,9977,3897,14227,8436,1/9/2019,0
1/9/2019,P002,Samsung Galaxy S20 Ultra,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-153
1/9/2019,P003,Xiaomi Redmi Note 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-547
1/9/2019,P004,OPPO A54,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-578
1/9/2019,P005,Vivo Y20,2020-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2020,-366
1/9/2019,P006,Huawei Y9a,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-153
1/9/2019,P007,Xiaomi Redmi 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-547
1/9/2019,P008,Samsung Galaxy A52,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-547
1/9/2019,P009,Vivo Y33s,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-608
1/9/2019,P010,Vivo Y11s,2020-11,0,0,0,0,0,0,0,0,0,0,0,1/11/2020,-427
1/9/2019,P011,Huawei Nova 7i,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-153
1/9/2019,P012,iPhone 13,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-731
1/9/2019,P013,Samsung Galaxy S21,2021-01,0,0,0,0,0,0,0,0,0,0,0,1/1/2021,-488
1/9/2019,P014,Google Pixel 6,2021-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2021,-761
1/9/2019,P015,OnePlus Nord CE,2021-06,0,0,0,0,0,0,0,0,0,0,0,1/6/2021,-639
1/9/2019,P016,Apple iPhone 13 Pro,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-731
1/10/2019,P017,Samsung Galaxy A32 5G,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-489
1/10/2019,P018,Realme C25,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-517
1/10/2019,P019,Xiaomi Poco X3 Pro,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-578
1/10/2019,P020,Samsung Galaxy Z Flip 3,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-701
1/10/2019,P021,Xiaomi Poco X3 NFC,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-305
1/10/2019,P022,OPPO A93,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-489
1/10/2019,P023,Vivo V20,2020-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2020,-366
1/10/2019,P024,Samsung Galaxy A50,2019-05,1549,496,188,1233,1838,110,393,1253,705,2384,1409,1/5/2019,153
1/10/2019,P025,Xiaomi Redmi Note 7,2019-08,-308,1281,749,4545,1801,598,4864,334,5335,1015,2366,1/8/2019,61
1/10/2019,P026,Realme C21,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-548
1/10/2019,P027,Google Pixel 4,2019-09,7586,2862,1628,2442,2588,2924,3430,7954,4183,2423,1241,1/9/2019,30
1/10/2019,P028,Samsung Galaxy A10s,2019-08,1431,2263,-509,2379,2485,3605,1660,352,5232,380,4491,1/8/2019,61
1/10/2019,P029,Realme Narzo 30A,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-489
1/10/2019,P030,Samsung Galaxy A22 5G,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-578
1/10/2019,P031,Xiaomi Redmi 9,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-305
1/10/2019,P032,Realme C3,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-123
1/10/2019,P033,Samsung Galaxy A7,2018-10,43,110,233,330,317,132,148,186,771,561,606,1/10/2018,365
1/10/2019,P001,iPhone 11,2019-09,4247,14935,2782,1109,9434,14410,3659,608,7442,15239,13571,1/9/2019,30
1/10/2019,P002,Samsung Galaxy S20 Ultra,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-123
1/10/2019,P003,Xiaomi Redmi Note 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-517
1/10/2019,P004,OPPO A54,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-548
1/10/2019,P005,Vivo Y20,2020-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2020,-336
1/10/2019,P006,Huawei Y9a,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-123
1/10/2019,P007,Xiaomi Redmi 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-517
1/10/2019,P008,Samsung Galaxy A52,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-517
1/10/2019,P009,Vivo Y33s,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-578
1/10/2019,P010,Vivo Y11s,2020-11,0,0,0,0,0,0,0,0,0,0,0,1/11/2020,-397
1/10/2019,P011,Huawei Nova 7i,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-123
1/10/2019,P012,iPhone 13,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-701
1/10/2019,P013,Samsung Galaxy S21,2021-01,0,0,0,0,0,0,0,0,0,0,0,1/1/2021,-458
1/10/2019,P014,Google Pixel 6,2021-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2021,-731
1/10/2019,P015,OnePlus Nord CE,2021-06,0,0,0,0,0,0,0,0,0,0,0,1/6/2021,-609
1/10/2019,P016,Apple iPhone 13 Pro,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-701
1/10/2019,P017,Samsung Galaxy A32 5G,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-489
1/10/2019,P018,Realme C25,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-517
1/11/2019,P019,Xiaomi Poco X3 Pro,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-547
1/11/2019,P020,Samsung Galaxy Z Flip 3,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-670
1/11/2019,P021,Xiaomi Poco X3 NFC,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-274
1/11/2019,P022,OPPO A93,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-458
1/11/2019,P023,Vivo V20,2020-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2020,-335
1/11/2019,P024,Samsung Galaxy A50,2019-05,575,301,415,1931,1111,349,202,749,117,1659,992,1/5/2019,184
1/11/2019,P025,Xiaomi Redmi Note 7,2019-08,338,495,856,-95,580,795,2627,742,3136,858,4379,1/8/2019,92
1/11/2019,P026,Realme C21,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-517
1/11/2019,P027,Google Pixel 4,2019-09,4656,938,1782,974,1201,1191,227,2931,983,3447,440,1/9/2019,61
1/11/2019,P028,Samsung Galaxy A10s,2019-08,188,3994,343,1067,3279,1649,2743,564,2801,157,1286,1/8/2019,92
1/11/2019,P029,Realme Narzo 30A,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-458
1/11/2019,P030,Samsung Galaxy A22 5G,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-547
1/11/2019,P031,Xiaomi Redmi 9,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-274
1/11/2019,P032,Realme C3,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-92
1/11/2019,P033,Samsung Galaxy A7,2018-10,71,249,221,651,126,279,125,289,509,1297,501,1/10/2018,396
1/11/2019,P001,iPhone 11,2019-09,4088,5555,990,2991,4971,2726,509,3057,7334,4228,3999,1/9/2019,61
1/11/2019,P002,Samsung Galaxy S20 Ultra,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-92
1/11/2019,P003,Xiaomi Redmi Note 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-486
1/11/2019,P004,OPPO A54,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-517
1/11/2019,P005,Vivo Y20,2020-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2020,-305
1/11/2019,P006,Huawei Y9a,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-92
1/11/2019,P007,Xiaomi Redmi 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-486
1/11/2019,P008,Samsung Galaxy A52,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-486
1/11/2019,P009,Vivo Y33s,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-547
1/11/2019,P010,Vivo Y11s,2020-11,0,0,0,0,0,0,0,0,0,0,0,1/11/2020,-366
1/11/2019,P011,Huawei Nova 7i,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-92
1/11/2019,P012,iPhone 13,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-670
1/11/2019,P013,Samsung Galaxy S21,2021-01,0,0,0,0,0,0,0,0,0,0,0,1/1/2021,-427
1/11/2019,P014,Google Pixel 6,2021-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2021,-700
1/11/2019,P015,OnePlus Nord CE,2021-06,0,0,0,0,0,0,0,0,0,0,0,1/6/2021,-578
1/11/2019,P016,Apple iPhone 13 Pro,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-670
1/11/2019,P017,Samsung Galaxy A32 5G,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-458
1/11/2019,P018,Realme C25,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-486
1/11/2019,P019,Xiaomi Poco X3 Pro,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-547
1/11/2019,P020,Samsung Galaxy Z Flip 3,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-670
1/12/2019,P021,Xiaomi Poco X3 NFC,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-244
1/12/2019,P022,OPPO A93,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-428
1/12/2019,P023,Vivo V20,2020-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2020,-305
1/12/2019,P024,Samsung Galaxy A50,2019-05,488,339,180,1211,1764,273,348,1226,213,641,1176,1/5/2019,214
1/12/2019,P025,Xiaomi Redmi Note 7,2019-08,599,496,200,2218,442,496,1948,668,1777,410,1699,1/8/2019,122
1/12/2019,P026,Realme C21,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-487
1/12/2019,P027,Google Pixel 4,2019-09,2458,767,1303,883,533,812,663,1735,649,2824,516,1/9/2019,91
1/12/2019,P028,Samsung Galaxy A10s,2019-08,505,2129,688,2395,1814,2219,1314,201,525,813,989,1/8/2019,122
1/12/2019,P029,Realme Narzo 30A,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-428
1/12/2019,P030,Samsung Galaxy A22 5G,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-517
1/12/2019,P031,Xiaomi Redmi 9,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-244
1/12/2019,P032,Realme C3,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-62
1/12/2019,P033,Samsung Galaxy A7,2018-10,130,185,204,891,547,128,194,107,466,511,488,1/10/2018,426
1/12/2019,P001,iPhone 11,2019-09,2432,1524,893,5858,516,4087,383,1499,875,2681,2347,1/9/2019,91
1/12/2019,P002,Samsung Galaxy S20 Ultra,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-62
1/12/2019,P003,Xiaomi Redmi Note 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-456
1/12/2019,P004,OPPO A54,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-487
1/12/2019,P005,Vivo Y20,2020-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2020,-275
1/12/2019,P006,Huawei Y9a,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-62
1/12/2019,P007,Xiaomi Redmi 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-456
1/12/2019,P008,Samsung Galaxy A52,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-456
1/12/2019,P009,Vivo Y33s,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-517
1/12/2019,P010,Vivo Y11s,2020-11,0,0,0,0,0,0,0,0,0,0,0,1/11/2020,-336
1/12/2019,P011,Huawei Nova 7i,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-62
1/12/2019,P012,iPhone 13,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-640
1/12/2019,P013,Samsung Galaxy S21,2021-01,0,0,0,0,0,0,0,0,0,0,0,1/1/2021,-397
1/12/2019,P014,Google Pixel 6,2021-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2021,-670
1/12/2019,P015,OnePlus Nord CE,2021-06,0,0,0,0,0,0,0,0,0,0,0,1/6/2021,-548
1/12/2019,P016,Apple iPhone 13 Pro,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-640
1/12/2019,P017,Samsung Galaxy A32 5G,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-428
1/12/2019,P018,Realme C25,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-456
1/12/2019,P019,Xiaomi Poco X3 Pro,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-517
1/12/2019,P020,Samsung Galaxy Z Flip 3,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-640
1/12/2019,P021,Xiaomi Poco X3 NFC,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-244
1/12/2019,P022,OPPO A93,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-428
1/1/2020,P023,Vivo V20,2020-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2020,-274
1/1/2020,P024,Samsung Galaxy A50,2019-05,389,245,220,895,122,235,159,1014,311,354,1060,1/5/2019,245
1/1/2020,P025,Xiaomi Redmi Note 7,2019-08,695,407,443,1959,208,385,451,241,1493,468,1811,1/8/2019,153
1/1/2020,P026,Realme C21,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-456
1/1/2020,P027,Google Pixel 4,2019-09,800,1048,394,180,530,491,162,2051,368,507,381,1/9/2019,122
1/1/2020,P028,Samsung Galaxy A10s,2019-08,35,648,453,655,2451,1476,1595,455,898,299,1331,1/8/2019,153
1/1/2020,P029,Realme Narzo 30A,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-397
1/1/2020,P030,Samsung Galaxy A22 5G,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-486
1/1/2020,P031,Xiaomi Redmi 9,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-213
1/1/2020,P032,Realme C3,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-31
1/1/2020,P033,Samsung Galaxy A7,2018-10,74,117,108,333,611,208,143,94,490,586,270,1/10/2018,457
1/1/2020,P001,iPhone 11,2019-09,1805,1821,877,2651,2457,4076,865,2856,2135,1195,1187,1/9/2019,122
1/1/2020,P002,Samsung Galaxy S20 Ultra,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-31
1/1/2020,P003,Xiaomi Redmi Note 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-425
1/1/2020,P004,OPPO A54,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-456
1/1/2020,P005,Vivo Y20,2020-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2020,-244
1/1/2020,P006,Huawei Y9a,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-31
1/1/2020,P007,Xiaomi Redmi 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-425
1/1/2020,P008,Samsung Galaxy A52,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-425
1/1/2020,P009,Vivo Y33s,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-486
1/1/2020,P010,Vivo Y11s,2020-11,0,0,0,0,0,0,0,0,0,0,0,1/11/2020,-305
1/1/2020,P011,Huawei Nova 7i,2020-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2020,-31
1/1/2020,P012,iPhone 13,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-609
1/1/2020,P013,Samsung Galaxy S21,2021-01,0,0,0,0,0,0,0,0,0,0,0,1/1/2021,-366
1/1/2020,P014,Google Pixel 6,2021-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2021,-639
1/1/2020,P015,OnePlus Nord CE,2021-06,0,0,0,0,0,0,0,0,0,0,0,1/6/2021,-517
1/1/2020,P016,Apple iPhone 13 Pro,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-609
1/1/2020,P017,Samsung Galaxy A32 5G,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-397
1/1/2020,P018,Realme C25,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-425
1/1/2020,P019,Xiaomi Poco X3 Pro,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-486
1/1/2020,P020,Samsung Galaxy Z Flip 3,2021-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2021,-609
1/1/2020,P021,Xiaomi Poco X3 NFC,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-213
1/1/2020,P022,OPPO A93,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-397
1/1/2020,P023,Vivo V20,2020-10,0,0,0,0,0,0,0,0,0,0,0,1/10/2020,-274
1/1/2020,P024,Samsung Galaxy A50,2019-05,1964,-5,98,1021,826,266,314,846,383,495,755,1/5/2019,245
1/2/2020,P025,Xiaomi Redmi Note 7,2019-08,495,430,408,1523,548,281,1549,526,703,311,1977,1/8/2019,184
1/2/2020,P026,Realme C21,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-425
1/2/2020,P027,Google Pixel 4,2019-09,1379,339,356,728,417,533,46,1758,161,1590,775,1/9/2019,153
1/2/2020,P028,Samsung Galaxy A10s,2019-08,337,1217,212,1986,877,810,641,114,796,146,834,1/8/2019,184
1/2/2020,P029,Realme Narzo 30A,2021-02,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,-366
1/2/2020,P030,Samsung Galaxy A22 5G,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-455
1/2/2020,P031,Xiaomi Redmi 9,2020-08,0,0,0,0,0,0,0,0,0,0,0,1/8/2020,-182
1/2/2020,P032,Realme C3,2020-02,2768,3700,96,1099,11131,-39,7988,2831,1832,8453,1907,1/2/2020,0
1/2/2020,P033,Samsung Galaxy A7,2018-10,74,198,195,497,126,82,71,95,112,957,656,1/10/2018,488
1/2/2020,P001,iPhone 11,2019-09,2769,1764,241,1053,1836,775,644,2113,1438,1795,2462,1/9/2019,153
1/2/2020,P002,Samsung Galaxy S20 Ultra,2020-02,10595,11094,936,8431,11128,11436,2625,4075,14743,17193,3579,1/2/2020,0
1/2/2020,P003,Xiaomi Redmi Note 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-394
1/2/2020,P004,OPPO A54,2021-04,0,0,0,0,0,0,0,0,0,0,0,1/4/2021,-425
1/2/2020,P005,Vivo Y20,2020-09,0,0,0,0,0,0,0,0,0,0,0,1/9/2020,-213
1/2/2020,P006,Huawei Y9a,2020-02,6196,5995,3447,1163,1373,580,617,1831,1102,2541,1307,1/2/2020,0
1/2/2020,P007,Xiaomi Redmi 10,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-394
1/2/2020,P008,Samsung Galaxy A52,2021-03,0,0,0,0,0,0,0,0,0,0,0,1/3/2021,-394
1/2/2020,P009,Vivo Y33s,2021-05,0,0,0,0,0,0,0,0,0,0,0,1/5/2021,-455
1/2/2020,P010,Vivo Y11s,2020-11,0,0,0,0,0,0,0,0,0,0,0,1/11/2020,-274
