Date of Sale,Region of Sale,Salesperson,Product Category,Product,Units Sold,Unit Price
2023-02-27,East,Bob,Electronics,Laptop,92,977.9490264122151
2022-10-26,South,Alice,Furniture,Chair,65,93.8289612401386
2023-07-04,South,Charlie,Stationery,Notebook,83,9.398350880792284
2023-02-12,North,David,Stationery,Notebook,52,10.182209701133434
2023-02-02,West,David,Furniture,Chair,13,97.20040461165331
2023-07-13,South,Charlie,Furniture,Table,57,202.35004489538863
2022-10-29,North,Alice,Furniture,Table,49,201.36997673637728
2022-08-17,South,David,Stationery,Pen,68,5.123054459841505
2022-11-17,East,David,Furniture,Table,79,207.29717989636862
2023-04-21,South,Bob,Stationery,Notebook,56,9.258206004033205
2022-10-26,North,Eve,Furniture,Table,24,217.4270422930552
2023-05-05,East,Alice,Stationery,Notebook,77,9.051118490138437
2023-06-18,South,Eve,Furniture,Table,58,219.57492626044805
2023-07-08,East,Bob,Stationery,Notebook,73,9.317425234728153
2023-03-12,North,Alice,Furniture,Chair,21,107.13915802583978
2022-12-10,East,David,Electronics,Phone,46,515.4590251438675
2022-08-02,West,Charlie,Furniture,Chair,30,103.3178082557684
2022-08-23,South,Alice,Furniture,Table,3,188.2941528791433
2022-09-09,North,Charlie,Stationery,Pen,90,5.164640620701558
2023-04-20,East,Eve,Stationery,Notebook,44,10.997118415031364
2022-08-15,South,Eve,Stationery,Notebook,16,10.443602911645089
2022-12-17,North,Alice,Furniture,Table,66,183.15926559411528
2022-08-28,West,Bob,Electronics,Laptop,2,1021.2564656083696
2023-05-26,South,Alice,Electronics,Laptop,16,1091.2391395993718
2023-02-28,South,Alice,Furniture,Table,13,197.11297234143115
2023-03-26,East,David,Furniture,Table,9,217.03201376805475
2022-12-28,East,David,Furniture,Chair,26,106.3038285671106
2022-08-28,South,Eve,Furniture,Chair,21,96.11521967634978
2022-10-31,South,Bob,Furniture,Chair,75,99.71095788995243
2022-10-05,West,Charlie,Stationery,Notebook,77,10.530019926531875
2023-06-19,East,David,Electronics,Phone,85,457.01607786067495
2023-01-26,East,Alice,Electronics,Phone,29,521.5677866701167
2022-09-12,East,David,Electronics,Phone,10,514.6706351614067
2022-08-15,South,Eve,Stationery,Pen,33,4.547480298967858
2022-12-09,West,Charlie,Stationery,Notebook,77,9.26596228710817
2023-02-01,East,Bob,Furniture,Chair,70,99.14940102143977
2023-04-22,West,Alice,Furniture,Table,26,182.68199004807016
2023-04-27,North,Bob,Electronics,Laptop,96,920.2278200837692
2023-02-12,North,Eve,Stationery,Pen,23,5.01508213020021
2022-12-04,East,David,Furniture,Table,68,194.90513618774418
2022-11-26,East,David,Electronics,Laptop,11,999.5814136517423
2023-04-01,South,Charlie,Furniture,Chair,80,95.15084913736224
2023-05-05,West,Eve,Furniture,Table,1,187.7007192940507
2023-03-06,East,Bob,Furniture,Chair,18,99.90782094799866
2023-01-01,South,David,Furniture,Table,85,186.69277560833157
2022-09-01,East,Eve,Furniture,Table,8,189.10029254667765
2022-08-25,East,Eve,Furniture,Table,16,190.77592080103196
2023-01-06,West,David,Furniture,Table,35,194.6415849147946
2022-10-07,East,Charlie,Furniture,Table,74,189.12875305292428
2022-09-30,South,Bob,Electronics,Laptop,7,1061.5203212787226
2023-01-04,East,Charlie,Stationery,Notebook,78,10.007417518398105
2023-02-27,North,David,Furniture,Table,98,211.67397908019188
2022-09-16,North,Alice,Stationery,Pen,59,5.304056013299256
2023-07-17,South,Alice,Electronics,Laptop,5,1072.3145891609392
2023-03-26,North,Alice,Furniture,Chair,52,105.19745132359273
2022-09-05,West,Bob,Stationery,Notebook,41,10.935163533922807
2023-01-06,North,Bob,Electronics,Phone,56,541.0594408817833
2022-08-30,North,Charlie,Stationery,Pen,59,4.716533818216734
2022-11-09,West,Charlie,Electronics,Laptop,58,932.8998145434352
2023-04-13,South,Bob,Furniture,Table,25,180.43267787021475
2023-01-02,North,Charlie,Stationery,Pen,41,5.3189025875487435
2022-12-17,East,David,Electronics,Laptop,58,1031.007111747994
2023-02-20,East,Bob,Furniture,Table,16,186.26806864121815
2022-08-08,South,Alice,Furniture,Chair,29,104.97002377574063
2023-04-14,West,Charlie,Electronics,Laptop,40,1068.233039859364
2022-12-21,East,Charlie,Furniture,Table,30,207.75075506052212
